# JD  RA Dec
2458770.500000000     198.54430  -7.84986
2458771.500000000     199.47073  -8.22213
2458772.500000000     200.39944  -8.59248
2458773.500000000     201.33052  -8.96083
2458774.500000000     202.26406  -9.32706
2458775.500000000     203.20015  -9.69107
2458776.500000000     204.13886 -10.05277
2458777.500000000     205.08027 -10.41205
2458778.500000000     206.02445 -10.76881
2458779.500000000     206.97148 -11.12293
2458780.500000000     207.92141 -11.47431
2458781.500000000     208.87430 -11.82284
2458782.500000000     209.83019 -12.16841
2458783.500000000     210.78913 -12.51089
2458784.500000000     211.75114 -12.85017
2458785.500000000     212.71627 -13.18612
2458786.500000000     213.68455 -13.51864
2458787.500000000     214.65599 -13.84760
2458788.500000000     215.63064 -14.17287
2458789.500000000     216.60852 -14.49435
2458790.500000000     217.58966 -14.81191
2458791.500000000     218.57411 -15.12544
2458792.500000000     219.56188 -15.43484
2458793.500000000     220.55302 -15.73997
2458794.500000000     221.54755 -16.04075
2458795.500000000     222.54550 -16.33704
2458796.500000000     223.54689 -16.62875
2458797.500000000     224.55176 -16.91576
2458798.500000000     225.56012 -17.19797
2458799.500000000     226.57199 -17.47527
2458800.500000000     227.58739 -17.74756
2458801.500000000     228.60634 -18.01472
2458802.500000000     229.62885 -18.27666
2458803.500000000     230.65492 -18.53327
2458804.500000000     231.68456 -18.78445
2458805.500000000     232.71777 -19.03009
2458806.500000000     233.75453 -19.27011
2458807.500000000     234.79482 -19.50438
2458808.500000000     235.83863 -19.73281
2458809.500000000     236.88590 -19.95530
2458810.500000000     237.93659 -20.17175
2458811.500000000     238.99066 -20.38204
2458812.500000000     240.04802 -20.58609
2458813.500000000     241.10861 -20.78379
2458814.500000000     242.17234 -20.97503
2458815.500000000     243.23914 -21.15973
2458816.500000000     244.30890 -21.33778
2458817.500000000     245.38156 -21.50910
2458818.500000000     246.45700 -21.67360
2458819.500000000     247.53514 -21.83119
2458820.500000000     248.61589 -21.98180
2458821.500000000     249.69914 -22.12535
2458822.500000000     250.78480 -22.26176
2458823.500000000     251.87278 -22.39097
2458824.500000000     252.96296 -22.51291
2458825.500000000     254.05525 -22.62751
2458826.500000000     255.14954 -22.73472
2458827.500000000     256.24573 -22.83448
2458828.500000000     257.34370 -22.92675
2458829.500000000     258.44336 -23.01147
2458830.500000000     259.54459 -23.08860
2458831.500000000     260.64729 -23.15810
2458832.500000000     261.75134 -23.21993
2458833.500000000     262.85663 -23.27407
2458834.500000000     263.96305 -23.32048
2458835.500000000     265.07046 -23.35913
2458836.500000000     266.17874 -23.39000
2458837.500000000     267.28776 -23.41307
2458838.500000000     268.39736 -23.42832
2458839.500000000     269.50741 -23.43575
2458840.500000000     270.61774 -23.43533
2458841.500000000     271.72821 -23.42706
2458842.500000000     272.83864 -23.41095
2458843.500000000     273.94887 -23.38699
2458844.500000000     275.05875 -23.35520
2458845.500000000     276.16811 -23.31558
2458846.500000000     277.27680 -23.26815
2458847.500000000     278.38466 -23.21294
2458848.500000000     279.49154 -23.14997
2458849.500000000     280.59729 -23.07928
2458850.500000000     281.70179 -23.00089
2458851.500000000     282.80489 -22.91484
2458852.500000000     283.90646 -22.82119
2458853.500000000     285.00638 -22.71998
2458854.500000000     286.10452 -22.61126
2458855.500000000     287.20078 -22.49509
2458856.500000000     288.29504 -22.37151
2458857.500000000     289.38721 -22.24061
2458858.500000000     290.47720 -22.10243
2458859.500000000     291.56491 -21.95705
2458860.500000000     292.65027 -21.80454
2458861.500000000     293.73321 -21.64497
2458862.500000000     294.81366 -21.47841
2458863.500000000     295.89154 -21.30494
2458864.500000000     296.96679 -21.12464
2458865.500000000     298.03935 -20.93759
2458866.500000000     299.10913 -20.74387
2458867.500000000     300.17607 -20.54357
2458868.500000000     301.24009 -20.33679
2458869.500000000     302.30114 -20.12361
2458870.500000000     303.35913 -19.90412
2458871.500000000     304.41401 -19.67844
2458872.500000000     305.46570 -19.44665
2458873.500000000     306.51416 -19.20886
2458874.500000000     307.55934 -18.96518
2458875.500000000     308.60117 -18.71571
2458876.500000000     309.63963 -18.46056
2458877.500000000     310.67468 -18.19984
2458878.500000000     311.70629 -17.93367
2458879.500000000     312.73445 -17.66215
2458880.500000000     313.75913 -17.38540
2458881.500000000     314.78032 -17.10353
2458882.500000000     315.79804 -16.81666
2458883.500000000     316.81227 -16.52490
2458884.500000000     317.82304 -16.22837
2458885.500000000     318.83036 -15.92718
2458886.500000000     319.83425 -15.62145
2458887.500000000     320.83476 -15.31129
2458888.500000000     321.83192 -14.99682
2458889.500000000     322.82578 -14.67814
2458890.500000000     323.81640 -14.35536
2458891.500000000     324.80383 -14.02860
2458892.500000000     325.78812 -13.69796
2458893.500000000     326.76934 -13.36355
2458894.500000000     327.74752 -13.02549
2458895.500000000     328.72273 -12.68389
2458896.500000000     329.69501 -12.33885
2458897.500000000     330.66439 -11.99050
2458898.500000000     331.63094 -11.63894
2458899.500000000     332.59468 -11.28430
2458900.500000000     333.55568 -10.92670
2458901.500000000     334.51396 -10.56624
2458902.500000000     335.46959 -10.20305
2458903.500000000     336.42261  -9.83724
2458904.500000000     337.37307  -9.46893
2458905.500000000     338.32103  -9.09825
2458906.500000000     339.26655  -8.72530
2458907.500000000     340.20968  -8.35020
2458908.500000000     341.15049  -7.97307
2458909.500000000     342.08905  -7.59403
2458910.500000000     343.02542  -7.21319
2458911.500000000     343.95968  -6.83065
2458912.500000000     344.89190  -6.44655
2458913.500000000     345.82216  -6.06097
2458914.500000000     346.75054  -5.67405
2458915.500000000     347.67714  -5.28587
2458916.500000000     348.60204  -4.89656
2458917.500000000     349.52535  -4.50620
2458918.500000000     350.44716  -4.11490
2458919.500000000     351.36758  -3.72275
2458920.500000000     352.28672  -3.32986
2458921.500000000     353.20469  -2.93631
2458922.500000000     354.12157  -2.54221
2458923.500000000     355.03746  -2.14764
2458924.500000000     355.95245  -1.75272
2458925.500000000     356.86663  -1.35754
2458926.500000000     357.78008  -0.96220
2458927.500000000     358.69287  -0.56681
2458928.500000000     359.60509  -0.17146
2458929.500000000       0.51680   0.22373
2458930.500000000       1.42809   0.61867
2458931.500000000       2.33902   1.01324
2458932.500000000       3.24967   1.40735
2458933.500000000       4.16011   1.80089
2458934.500000000       5.07042   2.19375
2458935.500000000       5.98065   2.58583
2458936.500000000       6.89089   2.97703
2458937.500000000       7.80121   3.36723
2458938.500000000       8.71168   3.75635
2458939.500000000       9.62238   4.14428
2458940.500000000      10.53337   4.53090
2458941.500000000      11.44473   4.91614
2458942.500000000      12.35654   5.29988
2458943.500000000      13.26889   5.68202
2458944.500000000      14.18185   6.06248
2458945.500000000      15.09552   6.44117
2458946.500000000      16.00998   6.81798
2458947.500000000      16.92533   7.19283
2458948.500000000      17.84166   7.56565
2458949.500000000      18.75908   7.93633
2458950.500000000      19.67766   8.30481
2458951.500000000      20.59749   8.67098
2458952.500000000      21.51866   9.03477
2458953.500000000      22.44124   9.39608
2458954.500000000      23.36529   9.75482
2458955.500000000      24.29088  10.11091
2458956.500000000      25.21807  10.46423
2458957.500000000      26.14691  10.81471
2458958.500000000      27.07745  11.16224
2458959.500000000      28.00974  11.50673
2458960.500000000      28.94383  11.84808
2458961.500000000      29.87976  12.18620
2458962.500000000      30.81758  12.52098
2458963.500000000      31.75731  12.85234
2458964.500000000      32.69899  13.18017
2458965.500000000      33.64266  13.50438
2458966.500000000      34.58835  13.82488
2458967.500000000      35.53607  14.14156
2458968.500000000      36.48587  14.45433
2458969.500000000      37.43777  14.76311
2458970.500000000      38.39179  15.06780
2458971.500000000      39.34797  15.36830
2458972.500000000      40.30632  15.66453
2458973.500000000      41.26689  15.95641
2458974.500000000      42.22969  16.24385
2458975.500000000      43.19478  16.52678
2458976.500000000      44.16218  16.80510
2458977.500000000      45.13193  17.07876
2458978.500000000      46.10407  17.34766
2458979.500000000      47.07861  17.61175
2458980.500000000      48.05559  17.87093
2458981.500000000      49.03501  18.12514
2458982.500000000      50.01689  18.37429
2458983.500000000      51.00122  18.61832
2458984.500000000      51.98800  18.85713
2458985.500000000      52.97721  19.09066
2458986.500000000      53.96884  19.31882
2458987.500000000      54.96286  19.54154
2458988.500000000      55.95924  19.75875
2458989.500000000      56.95795  19.97035
2458990.500000000      57.95896  20.17629
2458991.500000000      58.96221  20.37649
2458992.500000000      59.96766  20.57088
2458993.500000000      60.97525  20.75938
2458994.500000000      61.98494  20.94192
2458995.500000000      62.99665  21.11844
2458996.500000000      64.01032  21.28888
2458997.500000000      65.02589  21.45316
2458998.500000000      66.04329  21.61124
2458999.500000000      67.06246  21.76304
2459000.500000000      68.08332  21.90853
2459001.500000000      69.10582  22.04764
2459002.500000000      70.12989  22.18033
2459003.500000000      71.15547  22.30656
2459004.500000000      72.18251  22.42628
2459005.500000000      73.21094  22.53946
2459006.500000000      74.24072  22.64606
2459007.500000000      75.27179  22.74604
2459008.500000000      76.30408  22.83938
2459009.500000000      77.33752  22.92604
2459010.500000000      78.37206  23.00600
2459011.500000000      79.40760  23.07923
2459012.500000000      80.44406  23.14569
2459013.500000000      81.48136  23.20538
2459014.500000000      82.51941  23.25826
2459015.500000000      83.55810  23.30431
2459016.500000000      84.59735  23.34352
2459017.500000000      85.63704  23.37587
2459018.500000000      86.67707  23.40135
2459019.500000000      87.71734  23.41996
2459020.500000000      88.75774  23.43167
2459021.500000000      89.79814  23.43649
2459022.500000000      90.83844  23.43442
2459023.500000000      91.87851  23.42546
2459024.500000000      92.91824  23.40962
2459025.500000000      93.95752  23.38689
2459026.500000000      94.99622  23.35729
2459027.500000000      96.03424  23.32085
2459028.500000000      97.07148  23.27757
2459029.500000000      98.10783  23.22747
2459030.500000000      99.14319  23.17059
2459031.500000000     100.17750  23.10695
2459032.500000000     101.21065  23.03658
2459033.500000000     102.24259  22.95951
2459034.500000000     103.27324  22.87577
2459035.500000000     104.30254  22.78540
2459036.500000000     105.33043  22.68844
2459037.500000000     106.35684  22.58493
2459038.500000000     107.38171  22.47491
2459039.500000000     108.40500  22.35842
2459040.500000000     109.42662  22.23551
2459041.500000000     110.44653  22.10622
2459042.500000000     111.46465  21.97061
2459043.500000000     112.48094  21.82871
2459044.500000000     113.49532  21.68059
2459045.500000000     114.50774  21.52630
2459046.500000000     115.51814  21.36589
2459047.500000000     116.52646  21.19943
2459048.500000000     117.53264  21.02697
2459049.500000000     118.53663  20.84857
2459050.500000000     119.53837  20.66431
2459051.500000000     120.53779  20.47424
2459052.500000000     121.53485  20.27845
2459053.500000000     122.52949  20.07699
2459054.500000000     123.52167  19.86995
2459055.500000000     124.51134  19.65739
2459056.500000000     125.49846  19.43940
2459057.500000000     126.48300  19.21606
2459058.500000000     127.46495  18.98744
2459059.500000000     128.44430  18.75361
2459060.500000000     129.42104  18.51467
2459061.500000000     130.39518  18.27069
2459062.500000000     131.36673  18.02175
2459063.500000000     132.33571  17.76792
2459064.500000000     133.30213  17.50929
2459065.500000000     134.26603  17.24593
2459066.500000000     135.22742  16.97792
2459067.500000000     136.18634  16.70535
2459068.500000000     137.14282  16.42828
2459069.500000000     138.09689  16.14681
2459070.500000000     139.04857  15.86101
2459071.500000000     139.99790  15.57096
2459072.500000000     140.94492  15.27674
2459073.500000000     141.88964  14.97844
2459074.500000000     142.83211  14.67614
2459075.500000000     143.77236  14.36992
2459076.500000000     144.71043  14.05987
2459077.500000000     145.64633  13.74608
2459078.500000000     146.58011  13.42863
2459079.500000000     147.51180  13.10762
2459080.500000000     148.44142  12.78313
2459081.500000000     149.36900  12.45526
2459082.500000000     150.29458  12.12410
2459083.500000000     151.21818  11.78974
2459084.500000000     152.13984  11.45230
2459085.500000000     153.05960  11.11184
